instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,jenis_penyewa
14616,2012-09-06,Fall,2012,Sep,4,Not Holiday,Thursday,Working Day,Mist,0.7,0.6667,0.84,0.0896,0,8,8,Night Riders
14617,2012-09-06,Fall,2012,Sep,5,Not Holiday,Thursday,Working Day,Mist,0.7,0.6667,0.84,0.194,3,35,38,Morning Riders
14618,2012-09-06,Fall,2012,Sep,6,Not Holiday,Thursday,Working Day,Mist,0.7,0.6667,0.84,0.0896,11,189,200,Morning Riders
14619,2012-09-06,Fall,2012,Sep,7,Not Holiday,Thursday,Working Day,Mist,0.7,0.6667,0.84,0.1045,21,461,482,Morning Riders
14620,2012-09-06,Fall,2012,Sep,8,Not Holiday,Thursday,Working Day,Light_snow,0.7,0.6667,0.79,0.0,24,622,646,Morning Riders
14621,2012-09-06,Fall,2012,Sep,9,Not Holiday,Thursday,Working Day,Light_snow,0.66,0.5909,0.94,0.1343,8,115,123,Morning Riders
14622,2012-09-06,Fall,2012,Sep,10,Not Holiday,Thursday,Working Day,Light_snow,0.66,0.5909,0.94,0.1343,9,40,49,Morning Riders
14623,2012-09-06,Fall,2012,Sep,11,Not Holiday,Thursday,Working Day,Light_snow,0.7,0.6667,0.84,0.1642,10,52,62,Morning Riders
14624,2012-09-06,Fall,2012,Sep,12,Not Holiday,Thursday,Working Day,Mist,0.72,0.697,0.79,0.2239,11,126,137,Afternoon Riders
14625,2012-09-06,Fall,2012,Sep,13,Not Holiday,Thursday,Working Day,Mist,0.72,0.697,0.79,0.1045,39,152,191,Afternoon Riders
14626,2012-09-06,Fall,2012,Sep,14,Not Holiday,Thursday,Working Day,Clear,0.74,0.7121,0.74,0.0896,38,178,216,Afternoon Riders
14627,2012-09-06,Fall,2012,Sep,15,Not Holiday,Thursday,Working Day,Clear,0.74,0.697,0.66,0.194,42,228,270,Afternoon Riders
14628,2012-09-06,Fall,2012,Sep,16,Not Holiday,Thursday,Working Day,Clear,0.74,0.697,0.7,0.2239,42,374,416,Afternoon Riders
14629,2012-09-06,Fall,2012,Sep,17,Not Holiday,Thursday,Working Day,Clear,0.74,0.697,0.7,0.2537,67,741,808,Afternoon Riders
14630,2012-09-06,Fall,2012,Sep,18,Not Holiday,Thursday,Working Day,Clear,0.72,0.6818,0.7,0.2537,74,761,835,Evening Riders
14631,2012-09-06,Fall,2012,Sep,19,Not Holiday,Thursday,Working Day,Clear,0.68,0.6364,0.74,0.2537,54,504,558,Evening Riders
14632,2012-09-06,Fall,2012,Sep,20,Not Holiday,Thursday,Working Day,Clear,0.66,0.6061,0.78,0.2239,50,356,406,Evening Riders
14633,2012-09-06,Fall,2012,Sep,21,Not Holiday,Thursday,Working Day,Clear,0.64,0.5758,0.89,0.1642,32,240,272,Evening Riders
14634,2012-09-06,Fall,2012,Sep,22,Not Holiday,Thursday,Working Day,Clear,0.64,0.5758,0.89,0.1642,24,193,217,Evening Riders
14635,2012-09-06,Fall,2012,Sep,23,Not Holiday,Thursday,Working Day,Clear,0.64,0.5758,0.89,0.1642,19,150,169,Evening Riders
14636,2012-09-07,Fall,2012,Sep,0,Not Holiday,Friday,Working Day,Clear,0.64,0.5758,0.89,0.1343,17,79,96,Night Riders
14637,2012-09-07,Fall,2012,Sep,1,Not Holiday,Friday,Working Day,Clear,0.62,0.5606,0.88,0.1045,10,19,29,Night Riders
14638,2012-09-07,Fall,2012,Sep,2,Not Holiday,Friday,Working Day,Clear,0.62,0.5758,0.83,0.0896,1,10,11,Night Riders
14639,2012-09-07,Fall,2012,Sep,3,Not Holiday,Friday,Working Day,Clear,0.62,0.5758,0.83,0.0896,0,9,9,Night Riders
14640,2012-09-07,Fall,2012,Sep,4,Not Holiday,Friday,Working Day,Clear,0.62,0.5606,0.88,0.0,1,7,8,Night Riders
14641,2012-09-07,Fall,2012,Sep,5,Not Holiday,Friday,Working Day,Clear,0.62,0.5606,0.88,0.0,1,39,40,Morning Riders
14642,2012-09-07,Fall,2012,Sep,6,Not Holiday,Friday,Working Day,Clear,0.62,0.5606,0.88,0.1045,5,135,140,Morning Riders
14643,2012-09-07,Fall,2012,Sep,7,Not Holiday,Friday,Working Day,Clear,0.64,0.5758,0.89,0.1045,21,465,486,Morning Riders
14644,2012-09-07,Fall,2012,Sep,8,Not Holiday,Friday,Working Day,Clear,0.66,0.6061,0.83,0.1045,29,690,719,Morning Riders
14645,2012-09-07,Fall,2012,Sep,9,Not Holiday,Friday,Working Day,Clear,0.7,0.6667,0.79,0.1343,33,311,344,Morning Riders
14646,2012-09-07,Fall,2012,Sep,10,Not Holiday,Friday,Working Day,Clear,0.72,0.697,0.74,0.1343,53,171,224,Morning Riders
14647,2012-09-07,Fall,2012,Sep,11,Not Holiday,Friday,Working Day,Clear,0.76,0.7121,0.62,0.1343,81,215,296,Morning Riders
14648,2012-09-07,Fall,2012,Sep,12,Not Holiday,Friday,Working Day,Clear,0.78,0.7424,0.59,0.1642,76,247,323,Afternoon Riders
14649,2012-09-07,Fall,2012,Sep,13,Not Holiday,Friday,Working Day,Clear,0.8,0.7727,0.59,0.2537,71,283,354,Afternoon Riders
14650,2012-09-07,Fall,2012,Sep,14,Not Holiday,Friday,Working Day,Clear,0.8,0.7727,0.59,0.2537,66,187,253,Afternoon Riders
14651,2012-09-07,Fall,2012,Sep,15,Not Holiday,Friday,Working Day,Clear,0.8,0.7576,0.55,0.2537,66,265,331,Afternoon Riders
14652,2012-09-07,Fall,2012,Sep,16,Not Holiday,Friday,Working Day,Clear,0.8,0.7576,0.55,0.2836,75,395,470,Afternoon Riders
14653,2012-09-07,Fall,2012,Sep,17,Not Holiday,Friday,Working Day,Clear,0.78,0.7424,0.59,0.3284,88,684,772,Afternoon Riders
14654,2012-09-07,Fall,2012,Sep,18,Not Holiday,Friday,Working Day,Clear,0.76,0.7121,0.62,0.2985,95,697,792,Evening Riders
14655,2012-09-07,Fall,2012,Sep,19,Not Holiday,Friday,Working Day,Clear,0.74,0.6818,0.62,0.2836,70,498,568,Evening Riders
14656,2012-09-07,Fall,2012,Sep,20,Not Holiday,Friday,Working Day,Clear,0.72,0.6818,0.66,0.2239,51,340,391,Evening Riders
14657,2012-09-07,Fall,2012,Sep,21,Not Holiday,Friday,Working Day,Clear,0.7,0.6667,0.74,0.1642,55,246,301,Evening Riders
14658,2012-09-07,Fall,2012,Sep,22,Not Holiday,Friday,Working Day,Clear,0.7,0.6667,0.74,0.2239,52,247,299,Evening Riders
14659,2012-09-07,Fall,2012,Sep,23,Not Holiday,Friday,Working Day,Clear,0.66,0.5909,0.89,0.2537,28,220,248,Evening Riders
14660,2012-09-08,Fall,2012,Sep,0,Not Holiday,Saturday,Holiday,Clear,0.66,0.5909,0.89,0.2537,20,130,150,Night Riders
14661,2012-09-08,Fall,2012,Sep,1,Not Holiday,Saturday,Holiday,Mist,0.66,0.5909,0.89,0.2836,10,107,117,Night Riders
14662,2012-09-08,Fall,2012,Sep,2,Not Holiday,Saturday,Holiday,Clear,0.66,0.5909,0.89,0.3284,9,68,77,Night Riders
14663,2012-09-08,Fall,2012,Sep,3,Not Holiday,Saturday,Holiday,Mist,0.66,0.5909,0.89,0.2239,3,40,43,Night Riders
14664,2012-09-08,Fall,2012,Sep,4,Not Holiday,Saturday,Holiday,Mist,0.66,0.5909,0.94,0.2239,3,8,11,Night Riders
14665,2012-09-08,Fall,2012,Sep,5,Not Holiday,Saturday,Holiday,Mist,0.66,0.5909,0.94,0.2537,2,13,15,Morning Riders
14666,2012-09-08,Fall,2012,Sep,6,Not Holiday,Saturday,Holiday,Mist,0.66,0.5909,0.89,0.2836,8,26,34,Morning Riders
14667,2012-09-08,Fall,2012,Sep,7,Not Holiday,Saturday,Holiday,Clear,0.66,0.5909,0.89,0.2836,11,71,82,Morning Riders
14668,2012-09-08,Fall,2012,Sep,8,Not Holiday,Saturday,Holiday,Clear,0.7,0.6667,0.79,0.3284,33,197,230,Morning Riders
14669,2012-09-08,Fall,2012,Sep,9,Not Holiday,Saturday,Holiday,Clear,0.7,0.6667,0.74,0.3881,87,261,348,Morning Riders
14670,2012-09-08,Fall,2012,Sep,10,Not Holiday,Saturday,Holiday,Clear,0.74,0.697,0.7,0.3881,100,322,422,Morning Riders
14671,2012-09-08,Fall,2012,Sep,11,Not Holiday,Saturday,Holiday,Clear,0.76,0.7121,0.62,0.4478,173,405,578,Morning Riders
14672,2012-09-08,Fall,2012,Sep,12,Not Holiday,Saturday,Holiday,Clear,0.8,0.7576,0.55,0.4925,220,474,694,Afternoon Riders
14673,2012-09-08,Fall,2012,Sep,13,Not Holiday,Saturday,Holiday,Clear,0.82,0.7727,0.52,0.5224,233,435,668,Afternoon Riders
14674,2012-09-08,Fall,2012,Sep,14,Not Holiday,Saturday,Holiday,Clear,0.82,0.7727,0.52,0.4478,260,366,626,Afternoon Riders
14675,2012-09-08,Fall,2012,Sep,15,Not Holiday,Saturday,Holiday,Light_snow,0.56,0.5303,0.88,0.2537,175,337,512,Afternoon Riders
14676,2012-09-08,Fall,2012,Sep,16,Not Holiday,Saturday,Holiday,Light_snow,0.56,0.5303,0.88,0.194,19,95,114,Afternoon Riders
14677,2012-09-08,Fall,2012,Sep,17,Not Holiday,Saturday,Holiday,Light_snow,0.58,0.5455,0.83,0.194,52,119,171,Afternoon Riders
14678,2012-09-08,Fall,2012,Sep,18,Not Holiday,Saturday,Holiday,Light_snow,0.58,0.5455,0.83,0.1343,27,140,167,Evening Riders
14679,2012-09-08,Fall,2012,Sep,19,Not Holiday,Saturday,Holiday,Light_snow,0.58,0.5455,0.88,0.1045,28,187,215,Evening Riders
14680,2012-09-08,Fall,2012,Sep,20,Not Holiday,Saturday,Holiday,Mist,0.58,0.5455,0.88,0.0896,28,166,194,Evening Riders
14681,2012-09-08,Fall,2012,Sep,21,Not Holiday,Saturday,Holiday,Mist,0.6,0.5606,0.83,0.1642,26,155,181,Evening Riders
14682,2012-09-08,Fall,2012,Sep,22,Not Holiday,Saturday,Holiday,Mist,0.58,0.5455,0.78,0.2985,18,176,194,Evening Riders
14683,2012-09-08,Fall,2012,Sep,23,Not Holiday,Saturday,Holiday,Mist,0.58,0.5455,0.73,0.1642,12,121,133,Evening Riders
14684,2012-09-09,Fall,2012,Sep,0,Not Holiday,Sunday,Holiday,Mist,0.56,0.5303,0.73,0.194,18,106,124,Night Riders
14685,2012-09-09,Fall,2012,Sep,1,Not Holiday,Sunday,Holiday,Clear,0.56,0.5303,0.73,0.2239,20,104,124,Night Riders
14686,2012-09-09,Fall,2012,Sep,2,Not Holiday,Sunday,Holiday,Clear,0.54,0.5152,0.77,0.2836,15,81,96,Night Riders
14687,2012-09-09,Fall,2012,Sep,3,Not Holiday,Sunday,Holiday,Clear,0.54,0.5152,0.73,0.2239,14,32,46,Night Riders
14688,2012-09-09,Fall,2012,Sep,4,Not Holiday,Sunday,Holiday,Clear,0.52,0.5,0.77,0.2537,12,16,28,Night Riders
14689,2012-09-09,Fall,2012,Sep,5,Not Holiday,Sunday,Holiday,Clear,0.52,0.5,0.77,0.194,16,39,55,Morning Riders
14690,2012-09-09,Fall,2012,Sep,6,Not Holiday,Sunday,Holiday,Clear,0.52,0.5,0.77,0.194,11,24,35,Morning Riders
14691,2012-09-09,Fall,2012,Sep,7,Not Holiday,Sunday,Holiday,Clear,0.54,0.5152,0.73,0.1642,20,50,70,Morning Riders
14692,2012-09-09,Fall,2012,Sep,8,Not Holiday,Sunday,Holiday,Clear,0.58,0.5455,0.68,0.2239,27,143,170,Morning Riders
14693,2012-09-09,Fall,2012,Sep,9,Not Holiday,Sunday,Holiday,Clear,0.62,0.6061,0.61,0.2537,85,214,299,Morning Riders
14694,2012-09-09,Fall,2012,Sep,10,Not Holiday,Sunday,Holiday,Clear,0.64,0.6212,0.57,0.2985,172,323,495,Morning Riders
14695,2012-09-09,Fall,2012,Sep,11,Not Holiday,Sunday,Holiday,Clear,0.66,0.6212,0.47,0.2537,194,391,585,Morning Riders
14696,2012-09-09,Fall,2012,Sep,12,Not Holiday,Sunday,Holiday,Clear,0.66,0.6212,0.47,0.0,247,510,757,Afternoon Riders
14697,2012-09-09,Fall,2012,Sep,13,Not Holiday,Sunday,Holiday,Clear,0.68,0.6364,0.39,0.0,238,491,729,Afternoon Riders
14698,2012-09-09,Fall,2012,Sep,14,Not Holiday,Sunday,Holiday,Clear,0.72,0.6515,0.3,0.2836,232,415,647,Afternoon Riders
14699,2012-09-09,Fall,2012,Sep,15,Not Holiday,Sunday,Holiday,Clear,0.72,0.6515,0.32,0.2537,284,412,696,Afternoon Riders
14700,2012-09-09,Fall,2012,Sep,16,Not Holiday,Sunday,Holiday,Clear,0.68,0.6364,0.36,0.2836,228,473,701,Afternoon Riders
14701,2012-09-09,Fall,2012,Sep,17,Not Holiday,Sunday,Holiday,Clear,0.7,0.6364,0.37,0.2537,213,458,671,Afternoon Riders
14702,2012-09-09,Fall,2012,Sep,18,Not Holiday,Sunday,Holiday,Clear,0.66,0.6212,0.36,0.2537,156,404,560,Evening Riders
14703,2012-09-09,Fall,2012,Sep,19,Not Holiday,Sunday,Holiday,Clear,0.66,0.6212,0.36,0.2537,134,362,496,Evening Riders
14704,2012-09-09,Fall,2012,Sep,20,Not Holiday,Sunday,Holiday,Clear,0.62,0.6212,0.41,0.2836,91,265,356,Evening Riders
14705,2012-09-09,Fall,2012,Sep,21,Not Holiday,Sunday,Holiday,Clear,0.6,0.6212,0.46,0.2239,57,149,206,Evening Riders
14706,2012-09-09,Fall,2012,Sep,22,Not Holiday,Sunday,Holiday,Clear,0.58,0.5455,0.49,0.2537,64,125,189,Evening Riders
14707,2012-09-09,Fall,2012,Sep,23,Not Holiday,Sunday,Holiday,Clear,0.56,0.5303,0.52,0.2836,22,70,92,Evening Riders
14708,2012-09-10,Fall,2012,Sep,0,Not Holiday,Monday,Working Day,Clear,0.56,0.5303,0.52,0.2836,6,35,41,Night Riders
14709,2012-09-10,Fall,2012,Sep,1,Not Holiday,Monday,Working Day,Clear,0.54,0.5152,0.6,0.194,7,11,18,Night Riders
14710,2012-09-10,Fall,2012,Sep,2,Not Holiday,Monday,Working Day,Clear,0.54,0.5152,0.6,0.3582,11,6,17,Night Riders
14711,2012-09-10,Fall,2012,Sep,3,Not Holiday,Monday,Working Day,Clear,0.52,0.5,0.68,0.2836,5,7,12,Night Riders
14712,2012-09-10,Fall,2012,Sep,4,Not Holiday,Monday,Working Day,Clear,0.52,0.5,0.68,0.2836,1,4,5,Night Riders
14713,2012-09-10,Fall,2012,Sep,5,Not Holiday,Monday,Working Day,Clear,0.5,0.4848,0.72,0.2537,4,36,40,Morning Riders
14714,2012-09-10,Fall,2012,Sep,6,Not Holiday,Monday,Working Day,Clear,0.5,0.4848,0.72,0.1343,8,172,180,Morning Riders
14715,2012-09-10,Fall,2012,Sep,7,Not Holiday,Monday,Working Day,Clear,0.52,0.5,0.68,0.2239,20,427,447,Morning Riders
14716,2012-09-10,Fall,2012,Sep,8,Not Holiday,Monday,Working Day,Clear,0.56,0.5303,0.6,0.2836,33,697,730,Morning Riders
14717,2012-09-10,Fall,2012,Sep,9,Not Holiday,Monday,Working Day,Clear,0.6,0.6212,0.53,0.2985,40,321,361,Morning Riders
14718,2012-09-10,Fall,2012,Sep,10,Not Holiday,Monday,Working Day,Clear,0.62,0.6212,0.5,0.2836,42,168,210,Morning Riders
14719,2012-09-10,Fall,2012,Sep,11,Not Holiday,Monday,Working Day,Clear,0.62,0.6212,0.43,0.2985,69,167,236,Morning Riders
14720,2012-09-10,Fall,2012,Sep,12,Not Holiday,Monday,Working Day,Clear,0.64,0.6212,0.44,0.3881,76,256,332,Afternoon Riders
14721,2012-09-10,Fall,2012,Sep,13,Not Holiday,Monday,Working Day,Clear,0.64,0.6212,0.38,0.2239,72,251,323,Afternoon Riders
14722,2012-09-10,Fall,2012,Sep,14,Not Holiday,Monday,Working Day,Clear,0.66,0.6212,0.36,0.2836,107,233,340,Afternoon Riders
14723,2012-09-10,Fall,2012,Sep,15,Not Holiday,Monday,Working Day,Clear,0.66,0.6212,0.31,0.3881,115,231,346,Afternoon Riders
14724,2012-09-10,Fall,2012,Sep,16,Not Holiday,Monday,Working Day,Clear,0.66,0.6212,0.34,0.3284,108,380,488,Afternoon Riders
14725,2012-09-10,Fall,2012,Sep,17,Not Holiday,Monday,Working Day,Clear,0.66,0.6212,0.34,0.3284,127,744,871,Afternoon Riders
14726,2012-09-10,Fall,2012,Sep,18,Not Holiday,Monday,Working Day,Clear,0.62,0.6212,0.35,0.2985,111,857,968,Evening Riders
14727,2012-09-10,Fall,2012,Sep,19,Not Holiday,Monday,Working Day,Clear,0.62,0.6212,0.38,0.2985,71,562,633,Evening Riders
14728,2012-09-10,Fall,2012,Sep,20,Not Holiday,Monday,Working Day,Clear,0.6,0.6212,0.4,0.194,34,356,390,Evening Riders
14729,2012-09-10,Fall,2012,Sep,21,Not Holiday,Monday,Working Day,Clear,0.56,0.5303,0.49,0.1642,29,256,285,Evening Riders
14730,2012-09-10,Fall,2012,Sep,22,Not Holiday,Monday,Working Day,Clear,0.54,0.5152,0.52,0.1343,15,144,159,Evening Riders
14731,2012-09-10,Fall,2012,Sep,23,Not Holiday,Monday,Working Day,Clear,0.54,0.5152,0.52,0.0,7,86,93,Evening Riders
14732,2012-09-11,Fall,2012,Sep,0,Not Holiday,Tuesday,Working Day,Clear,0.52,0.5,0.59,0.1045,5,27,32,Night Riders
14733,2012-09-11,Fall,2012,Sep,1,Not Holiday,Tuesday,Working Day,Clear,0.5,0.4848,0.63,0.0,0,10,10,Night Riders
14734,2012-09-11,Fall,2012,Sep,2,Not Holiday,Tuesday,Working Day,Clear,0.48,0.4697,0.77,0.1642,1,5,6,Night Riders
14735,2012-09-11,Fall,2012,Sep,3,Not Holiday,Tuesday,Working Day,Clear,0.48,0.4697,0.67,0.1343,1,7,8,Night Riders
14736,2012-09-11,Fall,2012,Sep,4,Not Holiday,Tuesday,Working Day,Clear,0.48,0.4697,0.72,0.1045,1,8,9,Night Riders
14737,2012-09-11,Fall,2012,Sep,5,Not Holiday,Tuesday,Working Day,Clear,0.46,0.4545,0.72,0.0896,3,41,44,Morning Riders
14738,2012-09-11,Fall,2012,Sep,6,Not Holiday,Tuesday,Working Day,Clear,0.46,0.4545,0.77,0.1045,11,200,211,Morning Riders
14739,2012-09-11,Fall,2012,Sep,7,Not Holiday,Tuesday,Working Day,Clear,0.5,0.4848,0.72,0.1045,24,572,596,Morning Riders
14740,2012-09-11,Fall,2012,Sep,8,Not Holiday,Tuesday,Working Day,Clear,0.54,0.5152,0.68,0.0896,48,702,750,Morning Riders
14741,2012-09-11,Fall,2012,Sep,9,Not Holiday,Tuesday,Working Day,Clear,0.6,0.6212,0.49,0.0,35,323,358,Morning Riders
14742,2012-09-11,Fall,2012,Sep,10,Not Holiday,Tuesday,Working Day,Clear,0.62,0.6212,0.38,0.0,54,142,196,Morning Riders
14743,2012-09-11,Fall,2012,Sep,11,Not Holiday,Tuesday,Working Day,Clear,0.64,0.6212,0.33,0.0896,60,187,247,Morning Riders
14744,2012-09-11,Fall,2012,Sep,12,Not Holiday,Tuesday,Working Day,Clear,0.64,0.6212,0.33,0.0,62,254,316,Afternoon Riders
14745,2012-09-11,Fall,2012,Sep,13,Not Holiday,Tuesday,Working Day,Clear,0.66,0.6212,0.29,0.0896,72,256,328,Afternoon Riders
14746,2012-09-11,Fall,2012,Sep,14,Not Holiday,Tuesday,Working Day,Clear,0.68,0.6212,0.3,0.0896,74,181,255,Afternoon Riders
14747,2012-09-11,Fall,2012,Sep,15,Not Holiday,Tuesday,Working Day,Clear,0.7,0.6364,0.28,0.1045,73,253,326,Afternoon Riders
14748,2012-09-11,Fall,2012,Sep,16,Not Holiday,Tuesday,Working Day,Clear,0.7,0.6364,0.28,0.1343,99,437,536,Afternoon Riders
14749,2012-09-11,Fall,2012,Sep,17,Not Holiday,Tuesday,Working Day,Clear,0.7,0.6364,0.28,0.0,168,802,970,Afternoon Riders
14750,2012-09-11,Fall,2012,Sep,18,Not Holiday,Tuesday,Working Day,Clear,0.64,0.6212,0.36,0.1642,110,767,877,Evening Riders
14751,2012-09-11,Fall,2012,Sep,19,Not Holiday,Tuesday,Working Day,Clear,0.62,0.6212,0.41,0.194,56,540,596,Evening Riders
14752,2012-09-11,Fall,2012,Sep,20,Not Holiday,Tuesday,Working Day,Clear,0.58,0.5455,0.56,0.1343,40,421,461,Evening Riders
14753,2012-09-11,Fall,2012,Sep,21,Not Holiday,Tuesday,Working Day,Clear,0.56,0.5303,0.6,0.1045,28,282,310,Evening Riders
14754,2012-09-11,Fall,2012,Sep,22,Not Holiday,Tuesday,Working Day,Clear,0.56,0.5303,0.64,0.1045,27,189,216,Evening Riders
14755,2012-09-11,Fall,2012,Sep,23,Not Holiday,Tuesday,Working Day,Clear,0.54,0.5152,0.68,0.1045,18,91,109,Evening Riders
14756,2012-09-12,Fall,2012,Sep,0,Not Holiday,Wednesday,Working Day,Clear,0.52,0.5,0.72,0.1045,8,41,49,Night Riders
14757,2012-09-12,Fall,2012,Sep,1,Not Holiday,Wednesday,Working Day,Clear,0.52,0.5,0.72,0.1045,2,19,21,Night Riders
14758,2012-09-12,Fall,2012,Sep,2,Not Holiday,Wednesday,Working Day,Clear,0.52,0.5,0.72,0.0896,2,9,11,Night Riders
14759,2012-09-12,Fall,2012,Sep,3,Not Holiday,Wednesday,Working Day,Clear,0.5,0.4848,0.77,0.0896,0,7,7,Night Riders
14760,2012-09-12,Fall,2012,Sep,4,Not Holiday,Wednesday,Working Day,Clear,0.5,0.4848,0.72,0.0896,0,5,5,Night Riders
14761,2012-09-12,Fall,2012,Sep,5,Not Holiday,Wednesday,Working Day,Clear,0.5,0.4848,0.72,0.0896,4,44,48,Morning Riders
14762,2012-09-12,Fall,2012,Sep,6,Not Holiday,Wednesday,Working Day,Clear,0.5,0.4848,0.72,0.0896,6,199,205,Morning Riders
14763,2012-09-12,Fall,2012,Sep,7,Not Holiday,Wednesday,Working Day,Clear,0.52,0.5,0.72,0.0,24,533,557,Morning Riders
14764,2012-09-12,Fall,2012,Sep,8,Not Holiday,Wednesday,Working Day,Clear,0.56,0.5303,0.64,0.1045,43,727,770,Morning Riders
14765,2012-09-12,Fall,2012,Sep,9,Not Holiday,Wednesday,Working Day,Clear,0.6,0.6061,0.64,0.1343,50,278,328,Morning Riders
14766,2012-09-12,Fall,2012,Sep,10,Not Holiday,Wednesday,Working Day,Clear,0.62,0.6061,0.61,0.1343,57,148,205,Morning Riders
14767,2012-09-12,Fall,2012,Sep,11,Not Holiday,Wednesday,Working Day,Clear,0.66,0.6212,0.5,0.194,51,181,232,Morning Riders
14768,2012-09-12,Fall,2012,Sep,12,Not Holiday,Wednesday,Working Day,Clear,0.68,0.6364,0.36,0.1343,88,264,352,Afternoon Riders
14769,2012-09-12,Fall,2012,Sep,13,Not Holiday,Wednesday,Working Day,Clear,0.7,0.6364,0.34,0.1343,85,238,323,Afternoon Riders
14770,2012-09-12,Fall,2012,Sep,14,Not Holiday,Wednesday,Working Day,Clear,0.7,0.6364,0.37,0.1642,78,200,278,Afternoon Riders
14771,2012-09-12,Fall,2012,Sep,15,Not Holiday,Wednesday,Working Day,Clear,0.72,0.6515,0.37,0.1343,75,243,318,Afternoon Riders
14772,2012-09-12,Fall,2012,Sep,16,Not Holiday,Wednesday,Working Day,Clear,0.72,0.6515,0.37,0.1642,90,419,509,Afternoon Riders
14773,2012-09-12,Fall,2012,Sep,17,Not Holiday,Wednesday,Working Day,Clear,0.7,0.6364,0.41,0.2985,114,811,925,Afternoon Riders
14774,2012-09-12,Fall,2012,Sep,18,Not Holiday,Wednesday,Working Day,Clear,0.66,0.6212,0.44,0.2537,91,886,977,Evening Riders
14775,2012-09-12,Fall,2012,Sep,19,Not Holiday,Wednesday,Working Day,Clear,0.64,0.6212,0.5,0.194,78,557,635,Evening Riders
14776,2012-09-12,Fall,2012,Sep,20,Not Holiday,Wednesday,Working Day,Clear,0.62,0.6212,0.57,0.1343,38,432,470,Evening Riders
14777,2012-09-12,Fall,2012,Sep,21,Not Holiday,Wednesday,Working Day,Clear,0.6,0.6061,0.6,0.1343,27,279,306,Evening Riders
14778,2012-09-12,Fall,2012,Sep,22,Not Holiday,Wednesday,Working Day,Clear,0.56,0.5303,0.64,0.0896,23,189,212,Evening Riders
14779,2012-09-12,Fall,2012,Sep,23,Not Holiday,Wednesday,Working Day,Clear,0.56,0.5303,0.68,0.1045,16,111,127,Evening Riders
14780,2012-09-13,Fall,2012,Sep,0,Not Holiday,Thursday,Working Day,Clear,0.56,0.5303,0.73,0.0896,11,46,57,Night Riders
14781,2012-09-13,Fall,2012,Sep,1,Not Holiday,Thursday,Working Day,Clear,0.54,0.5152,0.77,0.0896,6,22,28,Night Riders
14782,2012-09-13,Fall,2012,Sep,2,Not Holiday,Thursday,Working Day,Clear,0.54,0.5152,0.77,0.0,0,9,9,Night Riders
14783,2012-09-13,Fall,2012,Sep,3,Not Holiday,Thursday,Working Day,Clear,0.52,0.5,0.83,0.0,2,9,11,Night Riders
14784,2012-09-13,Fall,2012,Sep,4,Not Holiday,Thursday,Working Day,Clear,0.52,0.5,0.83,0.0,0,6,6,Night Riders
14785,2012-09-13,Fall,2012,Sep,5,Not Holiday,Thursday,Working Day,Clear,0.52,0.5,0.83,0.0,3,54,57,Morning Riders
14786,2012-09-13,Fall,2012,Sep,6,Not Holiday,Thursday,Working Day,Clear,0.5,0.4848,0.82,0.0,9,186,195,Morning Riders
14787,2012-09-13,Fall,2012,Sep,7,Not Holiday,Thursday,Working Day,Clear,0.54,0.5152,0.77,0.0,22,549,571,Morning Riders
14788,2012-09-13,Fall,2012,Sep,8,Not Holiday,Thursday,Working Day,Clear,0.56,0.5303,0.73,0.0,33,725,758,Morning Riders
14789,2012-09-13,Fall,2012,Sep,9,Not Holiday,Thursday,Working Day,Clear,0.6,0.6061,0.64,0.0896,46,292,338,Morning Riders
14790,2012-09-13,Fall,2012,Sep,10,Not Holiday,Thursday,Working Day,Clear,0.64,0.6212,0.61,0.0896,63,149,212,Morning Riders
14791,2012-09-13,Fall,2012,Sep,11,Not Holiday,Thursday,Working Day,Clear,0.66,0.6212,0.5,0.1642,71,183,254,Morning Riders
14792,2012-09-13,Fall,2012,Sep,12,Not Holiday,Thursday,Working Day,Clear,0.68,0.6364,0.44,0.1045,57,240,297,Afternoon Riders
14793,2012-09-13,Fall,2012,Sep,13,Not Holiday,Thursday,Working Day,Clear,0.7,0.6364,0.42,0.0,60,223,283,Afternoon Riders
14794,2012-09-13,Fall,2012,Sep,14,Not Holiday,Thursday,Working Day,Clear,0.72,0.6515,0.39,0.1343,60,214,274,Afternoon Riders
14795,2012-09-13,Fall,2012,Sep,15,Not Holiday,Thursday,Working Day,Clear,0.72,0.6515,0.42,0.1045,99,253,352,Afternoon Riders
14796,2012-09-13,Fall,2012,Sep,16,Not Holiday,Thursday,Working Day,Clear,0.72,0.6515,0.39,0.0896,85,406,491,Afternoon Riders
14797,2012-09-13,Fall,2012,Sep,17,Not Holiday,Thursday,Working Day,Clear,0.72,0.6515,0.42,0.194,97,787,884,Afternoon Riders
14798,2012-09-13,Fall,2012,Sep,18,Not Holiday,Thursday,Working Day,Clear,0.68,0.6364,0.57,0.2537,108,744,852,Evening Riders
14799,2012-09-13,Fall,2012,Sep,19,Not Holiday,Thursday,Working Day,Clear,0.64,0.6061,0.65,0.1343,80,594,674,Evening Riders
14800,2012-09-13,Fall,2012,Sep,20,Not Holiday,Thursday,Working Day,Clear,0.62,0.6061,0.69,0.1045,55,408,463,Evening Riders
